"","BtoBmsy","FtoFmsy"
"1",0.699821183517658,1.34707866319814
"2",0.79149933180961,1.62054991242607
"3",0.8859611839332,1.23284158934492
"4",0.577600304384601,1.93069457129779
"5",0.744063071547798,1.73731744559444
"6",0.634488624652696,2.04294836499166
"7",0.64616904723914,1.68229634978213
"8",0.520789026477032,1.7611021919712
"9",0.834761499665294,1.43381816507594
"10",0.558401741338098,1.79351315069441
"11",0.845095599454342,1.35322816353727
"12",0.593015035054177,1.62357245131004
"13",0.610064217744713,1.535382043155
"14",0.603246196735606,1.64407165598093
"15",0.495525550635848,2.34706434064804
"16",0.629187674205201,1.75587128575214
"17",0.756747168104507,1.26502845508996
"18",0.642729492450445,1.67153931006727
"19",0.830968390977568,1.23681820435964
"20",0.550189134119045,1.94649343752749
"21",0.616609714800975,1.87299965666824
"22",1.074847459889,1.13354115468059
"23",0.751003998523677,1.53398447656767
"24",0.562074447760762,2.02152610653327
"25",0.774825921793486,1.27991085774488
"26",0.465435885675811,2.37767468111115
"27",1.09805897954047,0.985857749472418
"28",0.608685329341989,1.92943123785099
"29",0.510223913732044,2.34021400056049
"30",0.849416246563237,1.2841471010183
"31",0.871716208882775,1.22383919162151
"32",1.07771337761974,1.42828141244965
"33",0.763826741230513,1.44357841226349
"34",0.699741232822518,1.49814262756097
"35",1.07593131142772,1.20140536182267
"36",1.47789843830993,0.808321262461931
"37",0.615298060388697,1.44024465024898
"38",1.06294891004395,1.14564972660319
"39",0.641863837188989,1.90069425800714
"40",0.98415828075105,1.09859099477203
"41",0.608289868768245,2.21771269898022
"42",0.419162525296923,2.3452779806165
"43",0.52900981577424,2.05856930163654
"44",0.802506784047764,1.48619266684082
"45",0.651413799116695,1.74324995070602
"46",1.19348428769923,0.979996872023063
"47",1.08712646300482,1.20491535295428
"48",0.931317469342978,1.18373358674559
"49",0.571512467082532,1.80655004070796
"50",0.962863136224547,1.3234823304848
"51",0.707484688348488,1.519247508295
"52",1.02577168367039,0.983266359401496
"53",0.641661500740354,1.5898743299721
"54",0.869928194827138,1.04458436906397
"55",0.560253769961347,1.99703724175864
"56",0.541838159349685,2.02115761685501
"57",1.015442143091,1.15121513830264
"58",0.561453159482666,1.8073504886827
"59",0.875952521396598,1.62744280733728
"60",0.751340531864246,1.33353886875489
"61",1.16527211418375,0.890398487703836
"62",0.989934621878126,1.41688896859267
"63",0.658711181183873,1.5266497596479
"64",1.18139479452521,0.816017893789065
"65",0.737828897130285,1.52909135809737
"66",0.661942513882914,1.70066183997551
"67",1.12048922575472,1.10711333462688
"68",0.782528012099222,1.53359089784483
"69",0.74372933609785,1.83792552757457
"70",0.351384188868617,3.24921719205836
"71",0.665896175285412,1.62691363365136
"72",0.541533540120418,2.12175472007146
"73",1.02878263806859,1.38993545569592
"74",0.769434984688261,1.48713447877541
"75",0.61178825840903,1.91569305099994
"76",0.916467622060095,1.00793700530905
"77",0.761315017025301,1.7067721895875
"78",0.831445253199721,1.35051982113232
"79",0.624431238417379,2.09646482014815
"80",0.550290853140503,2.20395110412477
"81",0.899630595759448,1.3865961728608
"82",0.882943530322274,1.00681897330294
"83",1.03290721301716,1.09391810345603
"84",0.592734005919477,1.870154050727
"85",0.529078048062598,1.84918536537718
"86",0.879932240079448,1.32330014417444
"87",0.884922117079232,1.42064799022578
"88",0.68447245795115,1.60276789479588
"89",0.733576801681478,1.25879706718916
"90",0.424512003532042,2.77374793769939
"91",1.06241428026542,1.38995930947407
"92",0.772862566897757,1.65574762388302
"93",0.643678597404359,1.94299785003545
"94",1.07785115234611,1.16814601726825
"95",1.15469027421728,1.142469947009
"96",0.589042093692036,1.56416410447023
"97",0.770594889137709,1.55263885666732
"98",0.764238341007542,1.35725504182011
"99",0.76533611962194,1.55216202789764
"100",0.69030630544253,1.66087535105315
"101",0.476450310320998,2.16584831138546
"102",0.637356073101833,1.87806210630957
"103",0.391891264115466,2.47104173076719
"104",0.836495455895362,1.53528006417374
"105",1.10224464156878,0.945691869813359
"106",0.590470730164861,1.95673188764389
"107",0.733793345177991,1.50320285641862
