"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"A1.S1",-0.0751624396075901,0.145032857369904,-0.149594603284517,0.184384153720892,-0.0513552885602468,-0.129240001735082,-0.00328967069322683,0.0425702775628078,-0.0307830103749023,0.0813746962779733,-0.0138742726121501,0.0248684616407777,-0.0890629347978109,0.0210666441580809,-0.031266663088271,0.131949536911667,-0.176446104783039,0.110309385310813,0.0485749398343893,0.0116736190541742,0.140834541316897,-0.150594303758098,-0.0240801333429683,0.0637111612190848,-0.10038725685008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1.S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0463696509004752,0.179157595448994,0.0252309129128836,-0.212775438863488,-0.0639715088475912,0.0243764169004299,-0.0435134923435259,-0.00546118338364643,0.114834656691273,0.0287291509134224,0.0234551396214524,-0.0558279024994235,-0.0583733211160169,0.0508014068025462,0.0304730556953698
"A2.S1",0.653158985872659,-0.0901254722078706,-0.181008439537647,-0.235021374237093,-0.0377901279892985,-0.548983070847307,-0.50601100440998,0.32714928636127,-0.657787381204757,0.0642196135399855,-0.449677650984091,0.311753124606327,0.358597380805267,0.857195570598443,-0.184605220687761,-0.638961595725274,0.0900358323165289,-0.433373824207735,-0.077328558155215,-0.0288438274904594,0.158662556864044,0.365700393967599,-0.137962961334162,0.133854766173713,0.745047795535095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2.S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0140486941739262,-0.499109702802812,0.0980732743012576,0.251420556888443,0.114456150617137,0.193817557034368,0.0344601806552731,-0.457569549426804,0.061660539973766,0.0733186833299735,-0.212835234459154,0.385663612189056,-0.165215293891416,-0.177018068404208,0.124431680685041
