"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"A1.S1",-0.0671466710138482,0.15280769470064,-0.144396739160986,0.19205649164122,-0.0492587724513704,-0.12934892194243,0.00174029306167167,0.0485629357214776,-0.0286020212878704,0.0880423730828666,-0.00646648078552214,0.0297856944159642,-0.0776149988374497,0.0291112729285441,-0.0235453208658853,0.135555249969218,-0.17675853756398,0.111639435504138,0.0522554714419954,0.0156698606142518,0.147772000996735,-0.149188001094728,-0.0290867055520376,0.0450435112876955,-0.162343118043185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1.S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0126686457183292,0.187969928827367,0.0257652611365842,-0.208764990138931,-0.0678047025155122,0.0196618301429616,-0.0508384332211618,-0.00731933090410219,0.109925290981495,0.0255415424524115,0.0157764868107346,-0.0580109747157218,-0.0617881154466584,0.0460271797596334,0.0233975122677341
"A2.S1",0.652670721702819,-0.0952794413315106,-0.193466285603734,-0.245635080359057,-0.0462915648899997,-0.57195681468029,-0.513604606132889,0.317197576078214,-0.670348820941512,0.0529701014634663,-0.460392468598418,0.300807914458321,0.353530379717737,0.845206967429339,-0.182344279104035,-0.642292199340334,0.0749215468334885,-0.439821825667449,-0.0828467959827401,-0.0341690415916558,0.148416295606292,0.355099427349755,-0.162051961315949,0.102457257558093,0.665690258416954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2.S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0801980466574408,-0.461153438745852,0.137886105587915,0.29736848722458,0.130527593711966,0.223631375695876,0.0599109839223804,-0.425772433637939,0.0937685145803169,0.0965475892686234,-0.188214739582756,0.419956284568996,-0.132099152672514,-0.142217422886164,0.154235221727443
