"","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"US_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0193631927805096,-0.013502436290117,0.120202735122438,0.163547577727995,0.0864316928189099,0.261530161319164,0.566740965711997,0.425430325110297,0.0999911438227047,-0.0501419049104999,0.0793541720792092,-0.0974844631082256,-0.25274290565442,0.105422181850248,0.0622069370865543,0.244874303043911,0.137492278543116,-0.103979360350078,-0.460380812833119,-0.161137697536756,-0.141244646177667,-0.186591495348882,-0.464515081298808,-0.504682971517356,NA,NA
"CAN_ERLY_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241012215729224,0.873918916611687,-0.00477229065473139,-0.308462806722573,-0.243489068494726,0.0591107623351217,-0.287939028974522,-0.340372308677634,-0.0840515320220288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAN_LATE_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.232217067347133,-0.347270438425588,-0.271703056827479,-0.513646086781701,-0.643802277210115,-0.623470413624089,-0.461473286073921,0.0588574170130851,-0.224351142075032,-0.180258059463554,-0.161146700076052,0.259265975547402,-0.0888066719790928,0.100535478189153,-0.0154529303814996,-0.230730892651061,0.0336865120242864,-0.369244233181288,-0.00105533632886345,0.266611084543766,0.488625236772705,0.138782525507885,0.245691710003684,0.578155534976007,0.196358984758814,0.12941195774322,0.316738800979049,0.202737213261896,0.108263100682178,0.317728706506801,0.124061772436647,0.461948273852691,0.141974041675011,0.227058389306461,0.248652736699964,0.00447209902266277,-0.0136548754355257,-0.343922597727103,NA
"JPN_ERLY_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04967556147659,0.653727415156244,0.770815819558002,-0.613121643322024,-0.637778206947363,-0.309048213009992,-0.141710082624506,0.238352624997945,0.0840824888180092,0.39550105508465,0.421355099511335,0.461605555392201,-0.0263946330448952,0.27774625491787,0.490374837141033,0.415556004125345,0.00663713316808412,-0.25785209464443,-0.194685755863124,-0.050066999142125,-0.726111570755147,-1.09434217446889,-0.766273789767281,-0.234089896853843,-0.297800351661649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN_MID_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.665017707225297,-0.507105196136324,-0.0670622258733555,0.579554986663221,0.55934451259362,NA,NA,NA,NA,NA,NA,NA
"JPN_LATE_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458438925687693,0.265038554076452,-0.700039541909542,-0.29534867533308,0.186627111573947,NA,NA
"PORT_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.291753658531871,-0.00356665174889059,0.00820482086574614,-0.190721328480264,-0.0772231601859161,0.108537804649925,-0.155693169052848,-0.138630656825719,-0.0844545471337046,-0.197080022374081,-0.0730095239881621,0.0484875162923224,-0.118297174871973,0.190823822148651,0.193764089011246,0.0949889615539448,0.351358486210428,0.265115700400938,NA
"MOR_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5913659642761,-0.0851395074238877,-0.312676843140998,-0.0866441399166602,-0.13114094250673,0.279145869843935,-0.091710495288039,-0.0324214165983392,0.103234041762289,-0.194588561018491,-0.130554153003114,-0.00439519002376532,NA
"Age.5.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231214486267277,0.00325217486577911,0.0911522141904653,0.00248753688202422,-0.115630167168991,0.000369738610291478,-0.0728752368381923,-0.00994016506120735,0.019953545763282,0.211668556119148,0.368377693059784,0.264821000589672,0.209073172944819,0.316602713794299,0.219280061341904,0.0503356100081185,-0.026169449010186,-0.289739562513582,0.175074714911254,-0.129356891738224,-0.134632743514015,-0.0603848727666412,-0.270194079075752,-0.298050161171096,-0.301445731287115,0.0360215511262418,-0.100685625971758,-0.0979901495619495,-0.52434471937515,-0.255692337944149,0.0353393099744792,-0.412663698701884,0.404052122504207,0.359347385250284,NA,NA
