"","SBt.Median","SBt.LCI95%","SBt.UCI95%","Ft.Median","Ft.LCI95%","Ft.UCI95%","SBt_SBmsy.Median","SBt_SBmsy.LCI95%","SBt_SBmsy.UCI95%","Ft_Fmsy.Median","Ft_Fmsy.LCI95%","Ft_Fmsy.UCI95%","SBt_SB0.Median","SBt_SB0.LCI95%","SBt_SB0.UCI95%"
"1949",102451.999952425,66127.0011015279,140324.357214424,1.07367352569743e-09,7.83898128503795e-10,1.66346573216094e-09,4.32217284554505,3.49163280558987,5.66729252832909,2.10502628773871e-09,1.5053420761396e-09,2.69958209631589e-09,1.00300563730282,0.912104269559652,1.10635493696932
"1950",102546.725575555,65901.375293913,140012.722098932,0.0355545249220081,0.0260404915735,0.0553250989651943,4.32110197289524,3.52966229235544,5.60046812566629,0.0662553852300251,0.0480941163682568,0.0839020868908917,1.00266160893804,0.930590273504129,1.085296441813
"1951",98893.3572231675,62171.3427427635,136387.591683305,0.0260988218388228,0.0189240097154743,0.0415143054307295,4.17033570443335,3.42841498067702,5.34141599482797,0.0472339653063838,0.0348097567296641,0.0591702713998712,0.964205596282882,0.909699831351766,1.03544937584973
"1952",97107.9492175623,60590.8166825302,134184.172216006,0.0308213708025265,0.0223051657379874,0.0493969263674891,4.10024523151408,3.37667550844355,5.2242409514748,0.054944270682645,0.0407078018218482,0.068513707181123,0.947262956194263,0.902203586041035,1.00953403525035
"1953",95426.1200851536,59392.5154754293,132144.031017368,0.0346131657361217,0.024995455051336,0.0556130698490267,4.03498024289203,3.32773449282717,5.09685960871394,0.0623118272470843,0.0463537258431011,0.0777360793181143,0.930971389083322,0.891696532452928,0.984701509074609
"1954",93855.5911935449,58331.5611584315,130524.913148962,0.0323262585939214,0.0232446054926445,0.0520130106985951,3.97347122790472,3.27804426905025,5.006704803654,0.0541409084707085,0.0405168256675651,0.067668677890733,0.916574291609067,0.880507096833539,0.96292101896452
"1955",92914.754590829,57910.009343016,128976.41898341,0.0376904630249607,0.027152251078186,0.060473140409851,3.94210977853536,3.24805114004766,4.94088744439498,0.0642355129529118,0.0482441020127362,0.0804676069754977,0.908491211054373,0.875331168399136,0.949079526779381
"1956",91785.4208247957,57115.3050338272,127897.481303342,0.0365853321790953,0.0262554045853723,0.0587933498769718,3.89352899666011,3.20897355935257,4.87627544482087,0.0614044786201937,0.0460837750923876,0.0769821414192328,0.897737355165448,0.865861638766573,0.935455120277501
"1957",91145.3522497543,56923.0216367894,126481.939753033,0.0502274664162675,0.0361948917022752,0.0804244043810234,3.86404671226056,3.19266241815668,4.81958155338646,0.0874688744968268,0.0656366916140997,0.109588722961636,0.891648975082986,0.860656062067325,0.926733022525673
"1958",89406.849818832,55621.3865348856,124401.531528514,0.0548503848187775,0.0394207375117483,0.088167527196511,3.7909329105927,3.12997598227632,4.70874029241421,0.0949068255602533,0.0714112050955711,0.118652987762317,0.874557991946808,0.84211754276983,0.908873541553835
"1959",87677.8732145522,54548.6811154431,122531.831807696,0.0710783676860893,0.0508602541737297,0.114246577235423,3.72310093545026,3.08297043684202,4.60888521517334,0.124060532819646,0.0933832783540667,0.154783798063928,0.858737861105753,0.825802911406311,0.892989410964888
"1960",85111.1502318633,52446.0252546221,119577.893156078,0.0449764819881684,0.0320126073311268,0.0729893275896405,3.61840879324715,2.99815100138024,4.46120050658018,0.0791198344013986,0.0598394024603023,0.0987080437526464,0.83391524235829,0.798480236665619,0.8690558040711
"1961",85583.5061444631,53598.7224415603,119358.072385689,0.0511897713400381,0.0367046821797993,0.0817370248848409,3.64146737490913,3.01497419359515,4.50702621015245,0.0949803571803642,0.0711705624155279,0.118807602014984,0.839341723720172,0.80799984545925,0.871314227754764
"1962",85334.1286331466,53875.9803726496,118747.500681502,0.0626009804058548,0.0449862109108894,0.0991536501625449,3.63689539943484,3.00516700935311,4.51038895719948,0.117782248331076,0.0879362628709177,0.147487944072807,0.837951273990958,0.807037390013045,0.868145751680908
"1963",84249.9483149729,53057.0977526988,116850.350197447,0.120949630405775,0.0872055600367576,0.192057247206943,3.59063988090183,2.9695974286264,4.43862597542213,0.204589745576209,0.154080530864153,0.256195071349775,0.827031661508014,0.795176769293091,0.857288018236423
"1964",78394.3365796706,47642.0480130826,110652.007201312,0.143607314150444,0.101742394030116,0.236303865972487,3.3366939422219,2.76915024254021,4.10054852968457,0.249044180607309,0.189505108422328,0.309420778701143,0.76974653333952,0.726067907437937,0.807876830044701
"1965",72980.3048727053,43266.1891452251,104166.067789968,0.118552534483036,0.0830596785926708,0.199971392927169,3.10092091636166,2.58150990841303,3.79535070458919,0.209184248684163,0.15936674903407,0.259791909479255,0.716673219284334,0.65965123425525,0.762461982505286
"1966",71283.690442394,43058.3180215679,101870.284435001,0.131152023535004,0.0917735744038177,0.217124136279047,3.03641201887288,2.53852435863182,3.7173679653827,0.239802585333946,0.182067452354042,0.297371718089421,0.701088615625787,0.650631649040357,0.746040007256379
"1967",69529.9808658768,42173.4634807944,99356.4656076363,0.130979471961488,0.0916598643803236,0.215941479763153,2.95498356421391,2.47620756114063,3.61995495127725,0.238060123206643,0.180278665039349,0.293915476294087,0.682526626764352,0.633703426592621,0.728218726210797
"1968",68242.6032168951,41762.0360137682,97115.2578017117,0.134402846399827,0.094444481250902,0.219625310209953,2.90140821105152,2.44466744457235,3.54750478512,0.248721293497928,0.18774349390946,0.306731783458237,0.67007976652865,0.623483281606242,0.715231394511781
